,CRN,Subject,Course,Section,Campus,Credit,title,Days,time,Section capacity,Section Actual,Section Remaining,Waitlist Capacity,Waitlist Actual,Waitlist Remaining,Crosslist Capacity,Crosslist Actual,Crosslist Remaining,Instructor,Data(MM/DD),Location ,Attribute,detail
106,26910.0,AMST,2320,80,1,3,US Media & Cultural History,TR,11:10 am-12:00 pm,108.0,76.0,32.0,0.0,0.0,0.0,108.0,105.0,3,Melani McAlister (P),08/27-12/10,DUQUES 151,GenEd:Crit Analysis Humanities and CCAS:GlobalCrossCultural and SPHHS-Humanities Courses,"History and analysis of twentieth-century U.S. media and culture, including the rise of consumer culture, film, and television. Racial, gendered, and national identities in the context of modernism, mass culture, and globalization. (Same as HIST 2320)."
1060,24762.0,CPED,6353,12,IN1,3,Post-Master's Internship-CPED, ,TBA,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,Sylven S Beck (P),08/27-12/10,TBA, ,"Supervised professional internship in curriculum, instruction, teaching, research, or policymaking. Internships are individually arranged. (Same as SPED 8353)."
1061,24219.0,CPED,6412,11,1,2,Science Methods,T,03:30 pm-06:00 pm,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Sylven S Beck (P),08/27-12/10,TOMP 307, ,"A comprehensive block course with sections in mathematics, science, language arts, and social studies. Integrated with CPED 6635. Pre-service teachers taking the four sections learn to be successful teachers of elementary methods in all content areas, including how to incorporate content and pedagogy into practice at their internships. May be repeated for up to 8 credits; with permission, up to four blocks (to a total of 8 credits) may be taken in one semester. Permission of the advisor required prior to enrollment."
1062,24220.0,CPED,6412,12,1,2,Mathematics Methods,W,03:30 pm-06:00 pm,25.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0,Bess Wilson Pickar (P),08/27-12/10,ROME 201, ,"A comprehensive block course with sections in mathematics, science, language arts, and social studies. Integrated with CPED 6635. Pre-service teachers taking the four sections learn to be successful teachers of elementary methods in all content areas, including how to incorporate content and pedagogy into practice at their internships. May be repeated for up to 8 credits; with permission, up to four blocks (to a total of 8 credits) may be taken in one semester. Permission of the advisor required prior to enrollment."
1063,24221.0,CPED,6412,13,1,2,Language Arts Methods,R,03:30 pm-06:00 pm,25.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0,Kimberly J Sloan (P),08/27-12/10,DUQUES 361, ,"A comprehensive block course with sections in mathematics, science, language arts, and social studies. Integrated with CPED 6635. Pre-service teachers taking the four sections learn to be successful teachers of elementary methods in all content areas, including how to incorporate content and pedagogy into practice at their internships. May be repeated for up to 8 credits; with permission, up to four blocks (to a total of 8 credits) may be taken in one semester. Permission of the advisor required prior to enrollment."
1064,24218.0,CPED,6412,O10,O76,2,Social Studies Methods,M,03:30 pm-06:00 pm,25.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0,Mitchell Todd Pascal (P),08/27-12/10,1776 G C-117, ,"A comprehensive block course with sections in mathematics, science, language arts, and social studies. Integrated with CPED 6635. Pre-service teachers taking the four sections learn to be successful teachers of elementary methods in all content areas, including how to incorporate content and pedagogy into practice at their internships. May be repeated for up to 8 credits; with permission, up to four blocks (to a total of 8 credits) may be taken in one semester. Permission of the advisor required prior to enrollment."
1065,25856.0,CPED,6412,UL,A,2,ElemSchoolCurriculum&Methods,W,06:10 pm-08:30 pm,20.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0,Jeanne S Vosseller (P),08/27-12/10,ARLGTN 614, ,"A comprehensive block course with sections in mathematics, science, language arts, and social studies. Integrated with CPED 6635. Pre-service teachers taking the four sections learn to be successful teachers of elementary methods in all content areas, including how to incorporate content and pedagogy into practice at their internships. May be repeated for up to 8 credits; with permission, up to four blocks (to a total of 8 credits) may be taken in one semester. Permission of the advisor required prior to enrollment."
1066,22664.0,CPED,6534,QA,A,0.000-6.000,Professional Internship:Sec Ed,M,04:10 pm-06:00 pm,20.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0,"Maia G. Sheppard (P), Barbara G. Elbeze , Ulysses G. Moye",08/27-12/10,ARLGTN 608, ,"Internship seminar providing various means of support related to the field placement and program portfolio, as well as a forum for engaging in academic conversation around the field experiences. Fee applies."
1067,22665.0,CPED,6546,QA,A,3,Teaching Engl-Secondary School,M,06:10 pm-09:00 pm,12.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0,Michael Brian Casemore (P),08/27-12/10,ARLGTN 608, ,"Offers theoretical, curricular, and practical considerations for teaching the content area concerned. Requires a 30-hour field experience in a secondary classroom. Material fee. Prerequisites: CPED 6606 and CPED 6507 and the approved certification coursework in the content area."
1068,22666.0,CPED,6547,QA,A,3,Teaching Science-Secondary Sch, ,TBA,3.0,5.0,-2.0,0.0,0.0,0.0,0.0,0.0,0,Curtis Lee Pyke (P),08/27-12/10,TBA, ,"Offers theoretical, curricular, and practical considerations for teaching the content area concerned. Requires a 30-hour field experience in a secondary classroom. Material fee. Prerequisites: CPED 6606 and CPED 6507 and the approved certification coursework in the content area."
1069,22667.0,CPED,6548,QA,A,3,Teachg Social Studies-Secondry,M,06:10 pm-09:00 pm,12.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0,Maia G. Sheppard (P),08/27-12/10,SEE DEPT, ,"Theoretical, curricular, and practical considerations. 30-hour field experience in a secondary classroom is required. Material fee. Prerequisites: CPED 6507 and CPED 6606."
107,26912.0,AMST,2320,82,1,0,Discussion,R,12:45 pm-01:35 pm,27.0,16.0,11.0,999.0,0.0,999.0,27.0,26.0,1,Melani McAlister (P),08/27-12/10,1957 E 316,GenEd:Crit Analysis Humanities and CCAS:GlobalCrossCultural and SPHHS-Humanities Courses,"History and analysis of twentieth-century U.S. media and culture, including the rise of consumer culture, film, and television. Racial, gendered, and national identities in the context of modernism, mass culture, and globalization. (Same as HIST 2320)."
1070,26331.0,CPED,6550,QA,A,3,Teaching Math-Secondary School,M,06:10 pm-09:00 pm,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0,Curtis Lee Pyke (P),08/27-12/10,ARLGTN 627, ,Introductory course in mathematics teaching that derives its goals from pedagogy standards for secondary mathematics developed in collaboration with the National Council of Teachers of Mathematics (NCTM). Focus on developing and understanding middle and high school curriculum standards. Material fee.
1071,26030.0,CPED,6551,10,1,3,Second Lang Instructional Meth,M,06:10 pm-08:30 pm,20.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0,Lottie Louise Baker (P),08/27-12/10,GELM 402, ,"Knowledge and skills related to the instruction and assessment of language students in English and foreign language settings; past second language teaching methods, contemporary instructional approaches and materials, and other considerations in developing academic and social language proficiency. Requires field experience in a classroom. Materials fee. Prerequisites: CPED 6507 and CPED 6606."
1072,25857.0,CPED,6551,WB1,7,3,Second Lang Instructional Meth, ,TBA,25.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0,Mary Yve Bonnell (P),08/27-12/10,ON LINE, ,"Knowledge and skills related to the instruction and assessment of language students in English and foreign language settings; past second language teaching methods, contemporary instructional approaches and materials, and other considerations in developing academic and social language proficiency. Requires field experience in a classroom. Materials fee. Prerequisites: CPED 6507 and CPED 6606."
1073,27862.0,CPED,6556,QL,7,3,Linguistic Applications in ESL, ,TBA,40.0,35.0,5.0,0.0,0.0,0.0,0.0,0.0,0,Abbe L. Spokane (P),08/27-12/10,ON LINE, ,"The science of language and how its different branches may be used for English as a Second Language (ESL) teacher training, classroom instruction, material development, evaluation, research, and policy development."
1074,22669.0,CPED,6557,QA,A,3,Second Language Acquisition,T,05:30 pm-08:00 pm,20.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0,Lottie Louise Baker (P),08/27-12/10,ARLGTN 607, ,"The nature of first and second language acquisition and development; social, psychological, and linguistic factors affecting language acquisition; implications of language acquisition research and theory on English and foreign language classroom instruction."
1075,22670.0,CPED,6604,10,1,3,Perspective-American Education,W,06:10 pm-08:00 pm,15.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0,Bryan Dennis Powell (P),08/27-12/10,PHIL 417, ,Historical and social development of education in the United States; evolution of American education related to the growth of the nation and the changing social order; examination of selected issues in contemporary education.
1076,22671.0,CPED,6606,10,1,3,Theories of Learning & Develop,T,06:10 pm-08:00 pm,15.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0,Sylven S Beck (P),08/27-12/10,DUQUES 250, ,"A comprehensive investigation of the complex relationship between teaching and learning. How learning takes place, how it is motivated, and how it is influenced. Material fee."
1077,24023.0,CPED,6608,10,1,3,Development and Diversity,W,06:10 pm-08:30 pm,20.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0,Michael Brian Casemore (P),08/27-12/10,TOMP 303,Sustainability Courses,Student diversity in relation to theories of human growth and development. Diverse student strengths and needs; the special needs population; dynamics of inclusion; and intercultural issues related to the teaching/learning process. Material fee.
1078,26453.0,CPED,6622,80,1,3,Fndations-Reading Developmt,W,06:10 pm-08:00 pm,12.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0,Kimberly J Sloan (P),08/27-12/10,BELL 105, ,"Theories of printed text reading acquisition and development; strategic processes of teaching and learning from printed texts; linguistic, cognitive, developmental, sociocultural, and affective dimensions and models of reading; design and implementation of meaningful reading instruction."
1079,25985.0,CPED,6622,TA,A,3,Fndations-Reading Developmt,W,05:10 pm-07:00 pm,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,Rebecca Parlakian (P),08/27-12/10,ARLGTN 607, ,"Theories of printed text reading acquisition and development; strategic processes of teaching and learning from printed texts; linguistic, cognitive, developmental, sociocultural, and affective dimensions and models of reading; design and implementation of meaningful reading instruction."
108,26913.0,AMST,2320,83,1,0,Discussion,R,02:20 pm-03:10 pm,27.0,20.0,7.0,999.0,0.0,999.0,27.0,27.0,0,Melani McAlister (P),08/27-12/10,1957 E 111,GenEd:Crit Analysis Humanities and CCAS:GlobalCrossCultural and SPHHS-Humanities Courses,"History and analysis of twentieth-century U.S. media and culture, including the rise of consumer culture, film, and television. Racial, gendered, and national identities in the context of modernism, mass culture, and globalization. (Same as HIST 2320)."
1080,25986.0,CPED,6622,TV,A,3,Fndations-Reading Developmt,W,05:10 pm-07:00 pm,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0,Rebecca Parlakian (P),08/27-12/10,ARLGTN 607, ,"Theories of printed text reading acquisition and development; strategic processes of teaching and learning from printed texts; linguistic, cognitive, developmental, sociocultural, and affective dimensions and models of reading; design and implementation of meaningful reading instruction."
1081,24222.0,CPED,6623,80,1,2,Fndations-Reading Developmt,W,06:10 pm-08:00 pm,12.0,22.0,-10.0,0.0,0.0,0.0,0.0,0.0,0,Kimberly J Sloan (P),08/27-12/10,PHIL 217, ,"Basic theories and processes of reading acquisition and assessment; linguistic, cognitive, developmental, social, and affective bases of reading; influences of media, instructional strategies, including formal and informal assessment. Design and implementation of instruction in critical literacy."
1082,27994.0,CPED,6624,10,1,3,Fndations&Research of Literacy,M,06:10 pm-08:30 pm,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0,Erin Kathryn Bailey (P),08/27-12/10,GSEHD B09, ,"Study of the scholarship on foundational and new literacy knowledge, concepts, and practices. Topics include models of literacy, theories and relations of multimodal and printed text reading (e.g., linguistic, psychological, and sociocultural), and the uses of these theories for the teaching and learning of literacies."
1083,22672.0,CPED,6635,10,1,3,Internshp/Elementary Education,R,06:10 pm-08:00 pm,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,"Sylven S Beck (P), Elisabeth A. Casey , Laurie H. Gross",08/27-12/10,SMTH 115, ,Supervised internship; required seminar. Permission of the instructor required prior to enrollment. Material fee.
1084,22673.0,CPED,6635,11,1,3,Internshp/Elementary Education,R,06:10 pm-08:00 pm,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0,"Sara Kirkpatrick Harper (P), Sylven S Beck , Marti Jo Jackson , Patricia Turner Neverson",08/27-12/10,PHIL 111, ,Supervised internship; required seminar. Permission of the instructor required prior to enrollment. Material fee.
1085,22674.0,CPED,6635,12,1,3,Internshp/Elementary Education,R,06:10 pm-08:00 pm,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0,"Sylven S Beck (P), Denise Ann Gershowitz , Susan B. Rosenbaum",08/27-12/10,1957 E 111, ,Supervised internship; required seminar. Permission of the instructor required prior to enrollment. Material fee.
1086,26209.0,CPED,6691,QA,A,3,Interdisc Adolescent Literacy,T,07:00 pm-09:00 pm,28.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0,Sharon Meredith Blumenthal (P),08/27-12/10,ARLGTN 618, ,"Theory and practice of interdisciplinary adolescent literacies studied in the context of the interactions between the domain-specific and strategic processes involved in teaching and learning from printed text and other media in science, literature, mathematics, social studies, and the arts."
1087,26052.0,CPED,6703,QA3,3,3,Advanced STEM Teaching Methods,M,03:30 pm-05:30 pm,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0,Jonathon Grooms (P),08/27-12/10,TBA, ,"Advanced approaches for integrating science, technology, engineering, and mathematics into the K-12 classroom."
1088,23645.0,CPED,8101,10,IR1,3,Research and Independent Study, ,TBA,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,A Jonathan Eakle (P),08/27-12/10,TBA, ,Individual research under guidance of a faculty member. Program and conferences arranged with an instructor.
